book_num,paragraph,rob_sentiment,rob_score,rob_all_scores,rob_emotion,rob_emotion_score,all_emotion_scores
3,you want find situation face constant vigilance roar whole class jump now three curse avada kedavra imperius cruciatus know unforgivable curse the use one fellow human enough earn life sentence azkaban that,negative,0.7507796,"{'negative': 0.7507796, 'neutral': 0.23392662, 'positive': 0.015293754}",neutral,0.9264,"[{'label': 'neutral', 'score': 0.9263915419578552}, {'label': 'annoyance', 'score': 0.05340107902884483}, {'label': 'anger', 'score': 0.015101800672709942}, {'label': 'disgust', 'score': 0.011094246990978718}, {'label': 'approval', 'score': 0.00910260621458292}, {'label': 'disappointment', 'score': 0.008021675050258636}, {'label': 'disapproval', 'score': 0.007732175290584564}, {'label': 'sadness', 'score': 0.005619695410132408}, {'label': 'realization', 'score': 0.0038428904954344034}, {'label': 'desire', 'score': 0.0035345640499144793}, {'label': 'caring', 'score': 0.003329309867694974}, {'label': 'fear', 'score': 0.0030254176817834377}, {'label': 'optimism', 'score': 0.002877599559724331}, {'label': 'amusement', 'score': 0.0017659746808931231}, {'label': 'embarrassment', 'score': 0.0014770530397072434}, {'label': 'admiration', 'score': 0.001378538436256349}, {'label': 'curiosity', 'score': 0.0011753006838262081}, {'label': 'confusion', 'score': 0.0010801083408296108}, {'label': 'excitement', 'score': 0.0007436819141730666}, {'label': 'love', 'score': 0.0007300179568119347}, {'label': 'joy', 'score': 0.0006505597848445177}, {'label': 'grief', 'score': 0.0006090019596740603}, {'label': 'gratitude', 'score': 0.000546793220564723}, {'label': 'nervousness', 'score': 0.0005450586322695017}, {'label': 'remorse', 'score': 0.0005280289915390313}, {'label': 'surprise', 'score': 0.0005203682230785489}, {'label': 'relief', 'score': 0.0003126250521745533}, {'label': 'pride', 'score': 0.00029917218489572406}]"
3,fred george right he really know stuff moody when avada kedavra way spider die snuff right but ron fall suddenly silent look harry face speak reach great hall said suppose well make start professor trelawney prediction tonight since would take hour hermione join harry ron conversation dinner eat furiously fast left library,neutral,0.760286,"{'neutral': 0.760286, 'positive': 0.14241743, 'negative': 0.0972966}",neutral,0.9291,"[{'label': 'neutral', 'score': 0.9290511608123779}, {'label': 'approval', 'score': 0.040285877883434296}, {'label': 'realization', 'score': 0.019244058057665825}, {'label': 'disappointment', 'score': 0.009792708791792393}, {'label': 'annoyance', 'score': 0.009527663700282574}, {'label': 'sadness', 'score': 0.005440776702016592}, {'label': 'admiration', 'score': 0.004183642566204071}, {'label': 'disgust', 'score': 0.003434685990214348}, {'label': 'optimism', 'score': 0.0031365009490400553}, {'label': 'disapproval', 'score': 0.0030975535046309233}, {'label': 'amusement', 'score': 0.002652375726029277}, {'label': 'confusion', 'score': 0.002041573403403163}, {'label': 'joy', 'score': 0.002009341726079583}, {'label': 'fear', 'score': 0.0018919151043519378}, {'label': 'excitement', 'score': 0.0015634470619261265}, {'label': 'love', 'score': 0.00134290533605963}, {'label': 'desire', 'score': 0.0012680866057053208}, {'label': 'embarrassment', 'score': 0.0010219465475529432}, {'label': 'nervousness', 'score': 0.0010109214344993234}, {'label': 'caring', 'score': 0.0009926571510732174}, {'label': 'curiosity', 'score': 0.0009482517489232123}, {'label': 'anger', 'score': 0.0009010581416077912}, {'label': 'relief', 'score': 0.0008206719649024308}, {'label': 'surprise', 'score': 0.000761820818297565}, {'label': 'grief', 'score': 0.0005138088599778712}, {'label': 'pride', 'score': 0.0004454319132491946}, {'label': 'remorse', 'score': 0.0003254289913456887}, {'label': 'gratitude', 'score': 0.0003145938680972904}]"
3,potter moody growl next harry move forward middle classroom space moody clear desk moody raise wand point harry say imperio it wonderful feeling harry feel float sensation every think worry head wipe gently away leave nothing vague untraceable happiness,positive,0.92826086,"{'positive': 0.92826086, 'neutral': 0.0673644, 'negative': 0.00437469}",joy,0.6317,"[{'label': 'joy', 'score': 0.6317386627197266}, {'label': 'admiration', 'score': 0.3447687327861786}, {'label': 'neutral', 'score': 0.06425200402736664}, {'label': 'approval', 'score': 0.05993339791893959}, {'label': 'love', 'score': 0.055372029542922974}, {'label': 'excitement', 'score': 0.03531453385949135}, {'label': 'relief', 'score': 0.01114499568939209}, {'label': 'gratitude', 'score': 0.008866820484399796}, {'label': 'pride', 'score': 0.008704781532287598}, {'label': 'caring', 'score': 0.007764484733343124}, {'label': 'amusement', 'score': 0.00503997877240181}, {'label': 'realization', 'score': 0.004187372513115406}, {'label': 'optimism', 'score': 0.0036684302613139153}, {'label': 'annoyance', 'score': 0.0036508284974843264}, {'label': 'disapproval', 'score': 0.0036477474495768547}, {'label': 'disappointment', 'score': 0.0017457884969189763}, {'label': 'desire', 'score': 0.0017240609740838408}, {'label': 'sadness', 'score': 0.0016822759062051773}, {'label': 'anger', 'score': 0.0015575673896819353}, {'label': 'confusion', 'score': 0.0014386737020686269}, {'label': 'surprise', 'score': 0.0012811596971005201}, {'label': 'curiosity', 'score': 0.0009841874707490206}, {'label': 'nervousness', 'score': 0.0008592476369813085}, {'label': 'grief', 'score': 0.0007873556460253894}, {'label': 'disgust', 'score': 0.0006452500238083303}, {'label': 'fear', 'score': 0.0005774006713181734}, {'label': 'embarrassment', 'score': 0.0004010069533251226}, {'label': 'remorse', 'score': 0.00026829910348169506}]"
3,moody look get gut for split second look eye exactly time act furnunculus harry yelled densaugeo scream malfoy jet light shoot wand hit midair ricochet angle harry hit goyle face malfoy hit hermione,neutral,0.8476715,"{'neutral': 0.8476715, 'positive': 0.08927361, 'negative': 0.06305492}",neutral,0.9652,"[{'label': 'neutral', 'score': 0.9652255177497864}, {'label': 'approval', 'score': 0.014327304437756538}, {'label': 'realization', 'score': 0.007306581363081932}, {'label': 'annoyance', 'score': 0.00609939731657505}, {'label': 'admiration', 'score': 0.004345925524830818}, {'label': 'excitement', 'score': 0.0035784165374934673}, {'label': 'disappointment', 'score': 0.0035376069135963917}, {'label': 'amusement', 'score': 0.0032010118011385202}, {'label': 'disapproval', 'score': 0.0027332238387316465}, {'label': 'disgust', 'score': 0.002715615788474679}, {'label': 'joy', 'score': 0.002343646250665188}, {'label': 'sadness', 'score': 0.002273585181683302}, {'label': 'confusion', 'score': 0.002083196770399809}, {'label': 'anger', 'score': 0.002081981860101223}, {'label': 'optimism', 'score': 0.001852657413110137}, {'label': 'fear', 'score': 0.0018067240016534925}, {'label': 'surprise', 'score': 0.0016104032984003425}, {'label': 'curiosity', 'score': 0.001580395852215588}, {'label': 'love', 'score': 0.001544104889035225}, {'label': 'desire', 'score': 0.0011902115074917674}, {'label': 'embarrassment', 'score': 0.001056629465892911}, {'label': 'gratitude', 'score': 0.0008325326489284635}, {'label': 'caring', 'score': 0.0008264792850241065}, {'label': 'grief', 'score': 0.0005083876312710345}, {'label': 'pride', 'score': 0.0004923845990560949}, {'label': 'relief', 'score': 0.00042049100738950074}, {'label': 'remorse', 'score': 0.00041814803262241185}, {'label': 'nervousness', 'score': 0.00041115490603260696}]"
3,for split second look eye exactly time act furnunculus harry yelled densaugeo scream malfoy jet light shoot wand hit midair ricochet angle harry hit goyle face malfoy hit hermione goyle bellow put hand nose great ugly boil spring hermione whimpering panic clutch mouth,neutral,0.69263816,"{'neutral': 0.69263816, 'negative': 0.25362125, 'positive': 0.053740535}",neutral,0.9218,"[{'label': 'neutral', 'score': 0.9218279123306274}, {'label': 'fear', 'score': 0.022152675315737724}, {'label': 'disgust', 'score': 0.022010570392012596}, {'label': 'annoyance', 'score': 0.012095529586076736}, {'label': 'admiration', 'score': 0.009151769801974297}, {'label': 'approval', 'score': 0.008570189587771893}, {'label': 'disappointment', 'score': 0.007590250577777624}, {'label': 'sadness', 'score': 0.007587477099150419}, {'label': 'excitement', 'score': 0.006259779911488295}, {'label': 'amusement', 'score': 0.0053795515559613705}, {'label': 'realization', 'score': 0.005252460017800331}, {'label': 'surprise', 'score': 0.0051987976767122746}, {'label': 'anger', 'score': 0.004957886878401041}, {'label': 'disapproval', 'score': 0.0037105176597833633}, {'label': 'embarrassment', 'score': 0.0035383182112127542}, {'label': 'joy', 'score': 0.00240755220875144}, {'label': 'curiosity', 'score': 0.0021887084003537893}, {'label': 'love', 'score': 0.0020221213344484568}, {'label': 'confusion', 'score': 0.0019531156867742538}, {'label': 'desire', 'score': 0.0019322452135384083}, {'label': 'nervousness', 'score': 0.0014867725549265742}, {'label': 'grief', 'score': 0.001418315339833498}, {'label': 'optimism', 'score': 0.0013028397224843502}, {'label': 'caring', 'score': 0.0009204955422319472}, {'label': 'pride', 'score': 0.0007981140515767038}, {'label': 'gratitude', 'score': 0.0006729753804393113}, {'label': 'relief', 'score': 0.0005414557526819408}, {'label': 'remorse', 'score': 0.0005059002432972193}]"
3,yes say mr ollivander yes I never use veela hair course I find make rather temperamental wand however suit mr ollivander run finger along wand apparently check scratch bump mutter orchideous bunch flower burst wand tip very well well fine working order say mr ollivander scoop flower hand fleur wand mr,neutral,0.523373,"{'neutral': 0.523373, 'positive': 0.4150261, 'negative': 0.0616009}",neutral,0.8457,"[{'label': 'neutral', 'score': 0.8456886410713196}, {'label': 'approval', 'score': 0.16215969622135162}, {'label': 'disapproval', 'score': 0.012818008661270142}, {'label': 'realization', 'score': 0.011608879081904888}, {'label': 'admiration', 'score': 0.005633263848721981}, {'label': 'annoyance', 'score': 0.004286534618586302}, {'label': 'confusion', 'score': 0.003653203370049596}, {'label': 'optimism', 'score': 0.0028909235261380672}, {'label': 'disappointment', 'score': 0.0017962269484996796}, {'label': 'love', 'score': 0.0016869395039975643}, {'label': 'gratitude', 'score': 0.0012835290981456637}, {'label': 'curiosity', 'score': 0.0011244778288528323}, {'label': 'joy', 'score': 0.0010070129064843059}, {'label': 'excitement', 'score': 0.0009062992758117616}, {'label': 'caring', 'score': 0.0008965112501755357}, {'label': 'disgust', 'score': 0.0008928311872296035}, {'label': 'amusement', 'score': 0.0008073485805653036}, {'label': 'anger', 'score': 0.0007656383677385747}, {'label': 'desire', 'score': 0.0007072202279232442}, {'label': 'sadness', 'score': 0.00047967018326744437}, {'label': 'relief', 'score': 0.00042406481225043535}, {'label': 'surprise', 'score': 0.00040097784949466586}, {'label': 'fear', 'score': 0.0003048340731766075}, {'label': 'pride', 'score': 0.0002933636133093387}, {'label': 'embarrassment', 'score': 0.00020450162992347032}, {'label': 'remorse', 'score': 0.00016325272736139596}, {'label': 'nervousness', 'score': 0.0001317839924013242}, {'label': 'grief', 'score': 0.00012565270299091935}]"
3,he lift wand examine minutely turn eye yes hornbeam dragon heartstre shot krum nod rather thick one usually see quite rigid ten quarter inch avi the hornbeam wand let blast like gun number small twittering bird fly end open window watery sunlight good say mr ollivander handing krum back wand,neutral,0.5419014,"{'neutral': 0.5419014, 'positive': 0.4454082, 'negative': 0.012690383}",neutral,0.9611,"[{'label': 'neutral', 'score': 0.9610541462898254}, {'label': 'approval', 'score': 0.024455619975924492}, {'label': 'admiration', 'score': 0.009593300521373749}, {'label': 'realization', 'score': 0.005537582561373711}, {'label': 'annoyance', 'score': 0.004732122644782066}, {'label': 'excitement', 'score': 0.00267769955098629}, {'label': 'disappointment', 'score': 0.0025974432937800884}, {'label': 'joy', 'score': 0.002210051752626896}, {'label': 'disgust', 'score': 0.0021623249631375074}, {'label': 'disapproval', 'score': 0.00213313358835876}, {'label': 'optimism', 'score': 0.0021146717481315136}, {'label': 'amusement', 'score': 0.0018546672072261572}, {'label': 'love', 'score': 0.0017169087659567595}, {'label': 'confusion', 'score': 0.0015055714175105095}, {'label': 'sadness', 'score': 0.0014832301530987024}, {'label': 'gratitude', 'score': 0.001332377316430211}, {'label': 'anger', 'score': 0.0013155274791643023}, {'label': 'curiosity', 'score': 0.0012260805815458298}, {'label': 'desire', 'score': 0.001183919608592987}, {'label': 'caring', 'score': 0.00112391565926373}, {'label': 'fear', 'score': 0.0010343174217268825}, {'label': 'surprise', 'score': 0.0007103954558260739}, {'label': 'pride', 'score': 0.0005297078751027584}, {'label': 'embarrassment', 'score': 0.0005083371652290225}, {'label': 'relief', 'score': 0.0004394927527755499}, {'label': 'grief', 'score': 0.0003395543899387121}, {'label': 'remorse', 'score': 0.00031689947354607284}, {'label': 'nervousness', 'score': 0.00027230981504544616}]"
3,stunning spell count three harry saw dragon keeper pull wand stupefy shout unison stunning spell shoot darkness like fiery rocket burst shower star dragons scaly hide harry watch dragon near teeter dangerously back leg jaw stretch wide silent howl nostril suddenly devoid flame though still smoke slowly fall several ton sinewy scalyblack dragon hit ground thud harry could swear make tree behind quake,neutral,0.6401047,"{'neutral': 0.6401047, 'positive': 0.28542238, 'negative': 0.074472934}",surprise,0.3263,"[{'label': 'surprise', 'score': 0.3263293504714966}, {'label': 'neutral', 'score': 0.2939510941505432}, {'label': 'admiration', 'score': 0.13877078890800476}, {'label': 'excitement', 'score': 0.06767290085554123}, {'label': 'realization', 'score': 0.015336056239902973}, {'label': 'amusement', 'score': 0.011796399019658566}, {'label': 'fear', 'score': 0.01091641653329134}, {'label': 'joy', 'score': 0.009705446660518646}, {'label': 'approval', 'score': 0.0074560269713401794}, {'label': 'annoyance', 'score': 0.007037369068711996}, {'label': 'disgust', 'score': 0.007032459136098623}, {'label': 'curiosity', 'score': 0.0052042631432414055}, {'label': 'disappointment', 'score': 0.004964461550116539}, {'label': 'embarrassment', 'score': 0.0036410673055797815}, {'label': 'love', 'score': 0.0035464155953377485}, {'label': 'anger', 'score': 0.0028041291516274214}, {'label': 'pride', 'score': 0.002660701284185052}, {'label': 'disapproval', 'score': 0.0022730636410415173}, {'label': 'optimism', 'score': 0.0019769640639424324}, {'label': 'confusion', 'score': 0.0019031425472348928}, {'label': 'sadness', 'score': 0.0018259926000609994}, {'label': 'desire', 'score': 0.0014651441015303135}, {'label': 'grief', 'score': 0.001286742277443409}, {'label': 'gratitude', 'score': 0.0010556213092058897}, {'label': 'relief', 'score': 0.0010143727995455265}, {'label': 'nervousness', 'score': 0.0008688911912031472}, {'label': 'caring', 'score': 0.00038147225859574974}, {'label': 'remorse', 'score': 0.0003324242134112865}]"
3,this give harry idea pausing distance pull wand take careful aim diffindo cedric bag split parchment quill book spill onto floor,neutral,0.8847336,"{'neutral': 0.8847336, 'negative': 0.061906982, 'positive': 0.053359367}",neutral,0.8184,"[{'label': 'neutral', 'score': 0.818358302116394}, {'label': 'caring', 'score': 0.23494534194469452}, {'label': 'approval', 'score': 0.030401747673749924}, {'label': 'annoyance', 'score': 0.011656081303954124}, {'label': 'optimism', 'score': 0.011532030068337917}, {'label': 'realization', 'score': 0.008574306033551693}, {'label': 'disapproval', 'score': 0.0052801393903791904}, {'label': 'admiration', 'score': 0.0052469889633357525}, {'label': 'fear', 'score': 0.004601368214935064}, {'label': 'desire', 'score': 0.0033026498276740313}, {'label': 'anger', 'score': 0.0032114004716277122}, {'label': 'nervousness', 'score': 0.002579508814960718}, {'label': 'gratitude', 'score': 0.002466302365064621}, {'label': 'sadness', 'score': 0.0023377789184451103}, {'label': 'relief', 'score': 0.002298046136274934}, {'label': 'disappointment', 'score': 0.002279418520629406}, {'label': 'joy', 'score': 0.002232978818938136}, {'label': 'confusion', 'score': 0.0020969174802303314}, {'label': 'excitement', 'score': 0.001312925829552114}, {'label': 'amusement', 'score': 0.0012035908875986934}, {'label': 'curiosity', 'score': 0.0011989842168986797}, {'label': 'love', 'score': 0.001182042295113206}, {'label': 'disgust', 'score': 0.0011338579934090376}, {'label': 'remorse', 'score': 0.0010009929537773132}, {'label': 'pride', 'score': 0.0009008250199258327}, {'label': 'grief', 'score': 0.0007867507520131767}, {'label': 'embarrassment', 'score': 0.000650281785055995}, {'label': 'surprise', 'score': 0.0003702164103742689}]"
3,well know next time I manage spell harry say throw rune dictionary back hermione could try threaten dragon right he raise wand accio dictionary the heavy book soar hermione hand fly across room harry catch harry I really think get say hermione delightedly,neutral,0.5767628,"{'neutral': 0.5767628, 'positive': 0.37445563, 'negative': 0.048781585}",joy,0.3537,"[{'label': 'joy', 'score': 0.3536582291126251}, {'label': 'neutral', 'score': 0.26098576188087463}, {'label': 'excitement', 'score': 0.25780415534973145}, {'label': 'amusement', 'score': 0.04800860583782196}, {'label': 'approval', 'score': 0.025877201929688454}, {'label': 'admiration', 'score': 0.014421477913856506}, {'label': 'love', 'score': 0.006695837713778019}, {'label': 'optimism', 'score': 0.006104776170104742}, {'label': 'curiosity', 'score': 0.004237957764416933}, {'label': 'annoyance', 'score': 0.0037384170573204756}, {'label': 'realization', 'score': 0.002835038583725691}, {'label': 'surprise', 'score': 0.002817623084411025}, {'label': 'desire', 'score': 0.002607054775580764}, {'label': 'caring', 'score': 0.0024687545374035835}, {'label': 'confusion', 'score': 0.002383573679253459}, {'label': 'relief', 'score': 0.0023133547510951757}, {'label': 'anger', 'score': 0.0019830388482660055}, {'label': 'pride', 'score': 0.0017766604432836175}, {'label': 'gratitude', 'score': 0.0017154980450868607}, {'label': 'disapproval', 'score': 0.0013767941854894161}, {'label': 'nervousness', 'score': 0.000878040271345526}, {'label': 'fear', 'score': 0.0008561685681343079}, {'label': 'disappointment', 'score': 0.0008405280532315373}, {'label': 'disgust', 'score': 0.0007478643674403429}, {'label': 'sadness', 'score': 0.0006673030438832939}, {'label': 'embarrassment', 'score': 0.0005088816396892071}, {'label': 'grief', 'score': 0.00029380081105045974}, {'label': 'remorse', 'score': 0.0002582729503046721}]"
3,he raise wand accio firebolt shout harry wait every fiber hope pray if work come he seem look everything around sort shimmer transparent barrier like heat haze make enclosure hundred face around swim strangely,neutral,0.7618438,"{'neutral': 0.7618438, 'positive': 0.21838428, 'negative': 0.01977186}",neutral,0.9457,"[{'label': 'neutral', 'score': 0.9456802010536194}, {'label': 'annoyance', 'score': 0.012158957310020924}, {'label': 'optimism', 'score': 0.010051577351987362}, {'label': 'approval', 'score': 0.007069278974086046}, {'label': 'confusion', 'score': 0.00680516567081213}, {'label': 'curiosity', 'score': 0.005914364941418171}, {'label': 'realization', 'score': 0.005726982373744249}, {'label': 'desire', 'score': 0.004248432349413633}, {'label': 'disappointment', 'score': 0.004054832737892866}, {'label': 'disgust', 'score': 0.0037734410725533962}, {'label': 'disapproval', 'score': 0.0030110562220215797}, {'label': 'caring', 'score': 0.002442402532324195}, {'label': 'fear', 'score': 0.00243324413895607}, {'label': 'surprise', 'score': 0.0024307253770530224}, {'label': 'sadness', 'score': 0.002233472652733326}, {'label': 'excitement', 'score': 0.00222594290971756}, {'label': 'amusement', 'score': 0.0021285538095980883}, {'label': 'anger', 'score': 0.0016877289162948728}, {'label': 'gratitude', 'score': 0.00138134288135916}, {'label': 'admiration', 'score': 0.0012739998055621982}, {'label': 'embarrassment', 'score': 0.0012205796083435416}, {'label': 'nervousness', 'score': 0.0008650366216897964}, {'label': 'joy', 'score': 0.0008574368548579514}, {'label': 'remorse', 'score': 0.0006286012940108776}, {'label': 'love', 'score': 0.0005689546233043075}, {'label': 'grief', 'score': 0.0005114311934448779}, {'label': 'relief', 'score': 0.00045366829726845026}, {'label': 'pride', 'score': 0.00026967679150402546}]"
3,mine snape reach horrible expression dawn comprehension face accio parchment the map fly air slip snape outstretche finger soar stairs moody hand my mistake moody say calmly,negative,0.6417377,"{'negative': 0.6417377, 'neutral': 0.3276652, 'positive': 0.030597098}",neutral,0.279,"[{'label': 'neutral', 'score': 0.2790262997150421}, {'label': 'fear', 'score': 0.26778653264045715}, {'label': 'realization', 'score': 0.08590622991323471}, {'label': 'embarrassment', 'score': 0.06419496238231659}, {'label': 'annoyance', 'score': 0.05188020318746567}, {'label': 'approval', 'score': 0.030915897339582443}, {'label': 'disgust', 'score': 0.02732199616730213}, {'label': 'disappointment', 'score': 0.026245219632983208}, {'label': 'sadness', 'score': 0.022920826449990273}, {'label': 'nervousness', 'score': 0.019183143973350525}, {'label': 'disapproval', 'score': 0.013239194639027119}, {'label': 'anger', 'score': 0.00870436616241932}, {'label': 'confusion', 'score': 0.006246247328817844}, {'label': 'remorse', 'score': 0.005404874682426453}, {'label': 'amusement', 'score': 0.0049217259511351585}, {'label': 'optimism', 'score': 0.0040707774460315704}, {'label': 'surprise', 'score': 0.002820731373503804}, {'label': 'relief', 'score': 0.0026765819638967514}, {'label': 'caring', 'score': 0.002635017968714237}, {'label': 'joy', 'score': 0.00234570843167603}, {'label': 'grief', 'score': 0.002331684809178114}, {'label': 'admiration', 'score': 0.0015572833362966776}, {'label': 'pride', 'score': 0.001534301321953535}, {'label': 'gratitude', 'score': 0.0011775700841099024}, {'label': 'excitement', 'score': 0.0011136470129713416}, {'label': 'desire', 'score': 0.0009358390234410763}, {'label': 'love', 'score': 0.0008577309781685472}, {'label': 'curiosity', 'score': 0.0007667698082514107}]"
3,she seem take library lack useful information subject personal insult never fail I know I done say harry rest facedown saucy trick tricky sort I learn animagus like sirius an animagus wizard could transform animal yeah could turn goldfish time want say ron,negative,0.6274883,"{'negative': 0.6274883, 'neutral': 0.3377571, 'positive': 0.03475453}",neutral,0.8706,"[{'label': 'neutral', 'score': 0.870649516582489}, {'label': 'approval', 'score': 0.057007066905498505}, {'label': 'realization', 'score': 0.05062779784202576}, {'label': 'annoyance', 'score': 0.036841850727796555}, {'label': 'disappointment', 'score': 0.009308887645602226}, {'label': 'disapproval', 'score': 0.006879603024572134}, {'label': 'confusion', 'score': 0.006793540436774492}, {'label': 'disgust', 'score': 0.0053934212774038315}, {'label': 'optimism', 'score': 0.0030949341598898172}, {'label': 'embarrassment', 'score': 0.002080261707305908}, {'label': 'anger', 'score': 0.0019557347986847162}, {'label': 'admiration', 'score': 0.0018592929700389504}, {'label': 'sadness', 'score': 0.0015334740746766329}, {'label': 'amusement', 'score': 0.001490964088588953}, {'label': 'curiosity', 'score': 0.0013339720899239182}, {'label': 'fear', 'score': 0.0011860200902447104}, {'label': 'surprise', 'score': 0.0009669786086305976}, {'label': 'desire', 'score': 0.0008609662763774395}, {'label': 'excitement', 'score': 0.0007497839396819472}, {'label': 'love', 'score': 0.0006203996017575264}, {'label': 'joy', 'score': 0.0006041802698746324}, {'label': 'caring', 'score': 0.0005329252453520894}, {'label': 'nervousness', 'score': 0.0004924663226120174}, {'label': 'relief', 'score': 0.00041171759949065745}, {'label': 'pride', 'score': 0.0003548413806129247}, {'label': 'remorse', 'score': 0.0002738150942604989}, {'label': 'grief', 'score': 0.0002676687727216631}, {'label': 'gratitude', 'score': 0.0002299699845025316}]"
3,I know I done say harry rest facedown saucy trick tricky sort I learn animagus like sirius an animagus wizard could transform animal yeah could turn goldfish time want say ron or frog yawned harry,neutral,0.7393606,"{'neutral': 0.7393606, 'positive': 0.22626184, 'negative': 0.0343776}",neutral,0.8966,"[{'label': 'neutral', 'score': 0.8965550065040588}, {'label': 'approval', 'score': 0.07466959208250046}, {'label': 'realization', 'score': 0.0341310016810894}, {'label': 'confusion', 'score': 0.009471011348068714}, {'label': 'annoyance', 'score': 0.007132718805223703}, {'label': 'admiration', 'score': 0.003700942499563098}, {'label': 'optimism', 'score': 0.003616265719756484}, {'label': 'disapproval', 'score': 0.002575687598437071}, {'label': 'disappointment', 'score': 0.0022292062640190125}, {'label': 'curiosity', 'score': 0.002158473478630185}, {'label': 'disgust', 'score': 0.002004333771765232}, {'label': 'amusement', 'score': 0.001692989026196301}, {'label': 'excitement', 'score': 0.0015450455248355865}, {'label': 'joy', 'score': 0.0011521901469677687}, {'label': 'love', 'score': 0.00101550854742527}, {'label': 'surprise', 'score': 0.0009746434516273439}, {'label': 'fear', 'score': 0.0009316448704339564}, {'label': 'desire', 'score': 0.0008311721030622721}, {'label': 'anger', 'score': 0.0008194407564587891}, {'label': 'sadness', 'score': 0.0007044552476145327}, {'label': 'caring', 'score': 0.0006211489671841264}, {'label': 'embarrassment', 'score': 0.0006163853104226291}, {'label': 'relief', 'score': 0.00044250860810279846}, {'label': 'gratitude', 'score': 0.0004137988144066185}, {'label': 'pride', 'score': 0.00039534259121865034}, {'label': 'nervousness', 'score': 0.00036427981103770435}, {'label': 'remorse', 'score': 0.00021062162704765797}, {'label': 'grief', 'score': 0.0001836671872297302}]"
3,or frog yawned harry he exhaust it take year become animagus register everything say hermione vaguely squint index weird wizarde dilemma their solution professor mcgonagall tell we remember get register improper use magic office animal become marking abuse,neutral,0.73100597,"{'neutral': 0.73100597, 'negative': 0.23008335, 'positive': 0.038910706}",neutral,0.9678,"[{'label': 'neutral', 'score': 0.9678279161453247}, {'label': 'approval', 'score': 0.01134360209107399}, {'label': 'annoyance', 'score': 0.009939285926520824}, {'label': 'realization', 'score': 0.007574304938316345}, {'label': 'disappointment', 'score': 0.004491168539971113}, {'label': 'disapproval', 'score': 0.004471961874514818}, {'label': 'confusion', 'score': 0.0038293558172881603}, {'label': 'disgust', 'score': 0.0036678151227533817}, {'label': 'amusement', 'score': 0.002827428514137864}, {'label': 'sadness', 'score': 0.0028195504564791918}, {'label': 'anger', 'score': 0.002668000990524888}, {'label': 'optimism', 'score': 0.0021248103585094213}, {'label': 'admiration', 'score': 0.0020982068963348866}, {'label': 'fear', 'score': 0.0020421601366251707}, {'label': 'curiosity', 'score': 0.0017269678646698594}, {'label': 'excitement', 'score': 0.0015996105503290892}, {'label': 'joy', 'score': 0.00131732237059623}, {'label': 'desire', 'score': 0.001287065795622766}, {'label': 'embarrassment', 'score': 0.0011791532160714269}, {'label': 'surprise', 'score': 0.0010586506687104702}, {'label': 'love', 'score': 0.0010352653916925192}, {'label': 'caring', 'score': 0.001018832321278751}, {'label': 'gratitude', 'score': 0.0006166785024106503}, {'label': 'grief', 'score': 0.0005051064072176814}, {'label': 'nervousness', 'score': 0.0004986622952856123}, {'label': 'remorse', 'score': 0.0004765672201756388}, {'label': 'relief', 'score': 0.00032582791754975915}, {'label': 'pride', 'score': 0.00030490499921143055}]"
3,he would grab invisibility cloak go back library stay night lumos harry whisper fifteen minute later open library door wand tip alight creep along bookshelf pull book book hex charm book merpeople water monster book famous witch wizard magical invention anything might include one pass reference underwater survival he carry table set work search narrow beam wand occasionally check watch,neutral,0.8680044,"{'neutral': 0.8680044, 'positive': 0.122514926, 'negative': 0.009480667}",neutral,0.9708,"[{'label': 'neutral', 'score': 0.9708201885223389}, {'label': 'approval', 'score': 0.013712790794670582}, {'label': 'realization', 'score': 0.007477166131138802}, {'label': 'annoyance', 'score': 0.005592751316726208}, {'label': 'confusion', 'score': 0.004410169553011656}, {'label': 'admiration', 'score': 0.0037475049030035734}, {'label': 'optimism', 'score': 0.0031664229463785887}, {'label': 'disapproval', 'score': 0.002984681399539113}, {'label': 'disappointment', 'score': 0.0028566084802150726}, {'label': 'amusement', 'score': 0.0024129452649503946}, {'label': 'excitement', 'score': 0.0023820511996746063}, {'label': 'curiosity', 'score': 0.002193325897678733}, {'label': 'disgust', 'score': 0.0020822712685912848}, {'label': 'joy', 'score': 0.0017223629401996732}, {'label': 'sadness', 'score': 0.0016256403177976608}, {'label': 'fear', 'score': 0.001612469437532127}, {'label': 'anger', 'score': 0.001550324377603829}, {'label': 'desire', 'score': 0.0014219953445717692}, {'label': 'surprise', 'score': 0.0011516748927533627}, {'label': 'caring', 'score': 0.001072776853106916}, {'label': 'love', 'score': 0.0009689632570371032}, {'label': 'gratitude', 'score': 0.0009063700563274324}, {'label': 'embarrassment', 'score': 0.0006653810851275921}, {'label': 'nervousness', 'score': 0.000421885255491361}, {'label': 'grief', 'score': 0.00039834753260947764}, {'label': 'pride', 'score': 0.0003777111996896565}, {'label': 'relief', 'score': 0.00036690750857815146}, {'label': 'remorse', 'score': 0.00034449799568392336}]"
