book_num,paragraph,spell,rob_sentiment,rob_score,rob_all_scores,rob_emotion,rob_emotion_score,all_emotion_scores,dis_rob_emotion,dis_rob_emotion_score,dis_all_emotion_scores,v_sentiment,v_sentiment_score,v_all_scores
2,harry make mind split second before snape could take even one step towards raise wand expelliarmus yell except voice shout there blast make door rattle hinge snape lift foot slam wall slide floor trickle blood ooze hair he knock,expelliarmus,neutral,0.66594285,"{'neutral': 0.66594285, 'negative': 0.26923874, 'positive': 0.06481835}",neutral,0.9531,"[{'label': 'neutral', 'score': 0.9530603885650635}, {'label': 'annoyance', 'score': 0.017032107338309288}, {'label': 'anger', 'score': 0.008006034418940544}, {'label': 'approval', 'score': 0.007860134355723858}, {'label': 'disgust', 'score': 0.007506853900849819}, {'label': 'fear', 'score': 0.006235997658222914}, {'label': 'realization', 'score': 0.0056631057523190975}, {'label': 'sadness', 'score': 0.004640480503439903}, {'label': 'disappointment', 'score': 0.00439457269385457}, {'label': 'amusement', 'score': 0.0036931440699845552}, {'label': 'disapproval', 'score': 0.0032542231492698193}, {'label': 'excitement', 'score': 0.0028937894385308027}, {'label': 'admiration', 'score': 0.002400644589215517}, {'label': 'embarrassment', 'score': 0.0023832188453525305}, {'label': 'surprise', 'score': 0.0021561526227742434}, {'label': 'joy', 'score': 0.001930784434080124}, {'label': 'confusion', 'score': 0.0017644211184233427}, {'label': 'optimism', 'score': 0.001594015397131443}, {'label': 'curiosity', 'score': 0.0014235933776944876}, {'label': 'desire', 'score': 0.00132074486464262}, {'label': 'caring', 'score': 0.0012241208460181952}, {'label': 'gratitude', 'score': 0.0008933187345974147}, {'label': 'grief', 'score': 0.0008699569152668118}, {'label': 'love', 'score': 0.000829468248412013}, {'label': 'nervousness', 'score': 0.0008221782627515495}, {'label': 'pride', 'score': 0.0005567342741414905}, {'label': 'remorse', 'score': 0.0005083357682451606}, {'label': 'relief', 'score': 0.00044195441296324134}]",anger,0.8882,"[{'label': 'anger', 'score': 0.8882486820220947}, {'label': 'neutral', 'score': 0.04148908704519272}, {'label': 'fear', 'score': 0.03285649046301842}, {'label': 'surprise', 'score': 0.021336210891604424}, {'label': 'sadness', 'score': 0.011852924712002277}, {'label': 'joy', 'score': 0.0027430891059339046}, {'label': 'disgust', 'score': 0.0014735140139237046}]",neutral,0.936,"{'negative': 0.064, 'neutral': 0.936, 'positive': 0.0, 'compound': -0.3818}"
2,right say lupin suddenly businesslike ron I mend bone nearly well madam pomfrey I think good strap leg get hospital wing he hurry ron bent tap ron leg wand mutter ferula bandage spin ron leg strap tightly splint lupin help foot ron put weight gingerly leg wince that well say,ferula,neutral,0.5646233,"{'neutral': 0.5646233, 'positive': 0.40869486, 'negative': 0.026681803}",neutral,0.944,"[{'label': 'neutral', 'score': 0.9440150260925293}, {'label': 'approval', 'score': 0.0588882640004158}, {'label': 'realization', 'score': 0.010082926601171494}, {'label': 'optimism', 'score': 0.007539637386798859}, {'label': 'annoyance', 'score': 0.005826725624501705}, {'label': 'disapproval', 'score': 0.005167297553271055}, {'label': 'admiration', 'score': 0.004695636685937643}, {'label': 'caring', 'score': 0.003662330098450184}, {'label': 'disappointment', 'score': 0.0023470737505704165}, {'label': 'desire', 'score': 0.0014034969499334693}, {'label': 'joy', 'score': 0.001377358566969633}, {'label': 'disgust', 'score': 0.0012787921587005258}, {'label': 'amusement', 'score': 0.001220042584463954}, {'label': 'excitement', 'score': 0.0012121484614908695}, {'label': 'confusion', 'score': 0.0011472025653347373}, {'label': 'gratitude', 'score': 0.0011223481269553304}, {'label': 'anger', 'score': 0.0010614353232085705}, {'label': 'sadness', 'score': 0.0010449476540088654}, {'label': 'love', 'score': 0.0009979393798857927}, {'label': 'relief', 'score': 0.0007377687725238502}, {'label': 'fear', 'score': 0.0006821862189099193}, {'label': 'curiosity', 'score': 0.0006512791151180863}, {'label': 'pride', 'score': 0.0005032400949858129}, {'label': 'surprise', 'score': 0.00038187357131391764}, {'label': 'embarrassment', 'score': 0.0003429630887694657}, {'label': 'remorse', 'score': 0.00030549889197573066}, {'label': 'nervousness', 'score': 0.0002721610653679818}, {'label': 'grief', 'score': 0.000253668607911095}]",sadness,0.3275,"[{'label': 'sadness', 'score': 0.32749420404434204}, {'label': 'fear', 'score': 0.24647843837738037}, {'label': 'surprise', 'score': 0.15565259754657745}, {'label': 'anger', 'score': 0.11952245980501175}, {'label': 'neutral', 'score': 0.11418977379798889}, {'label': 'joy', 'score': 0.03185921534895897}, {'label': 'disgust', 'score': 0.0048032524064183235}]",neutral,0.818,"{'negative': 0.0, 'neutral': 0.818, 'positive': 0.182, 'compound': 0.8316}"
2,er perhaps good revive safely back castle we take like he mutter mobilicorpus as though invisible string tie snape wrist neck knee pull standing position head still loll unpleasantly like grotesque puppet he hang inch ground limp foot dangle lupin pick invisibility cloak tuck safely pocket,mobilicorpus,neutral,0.7171952,"{'neutral': 0.7171952, 'positive': 0.16863768, 'negative': 0.11416708}",neutral,0.4166,"[{'label': 'neutral', 'score': 0.41663461923599243}, {'label': 'optimism', 'score': 0.3574065566062927}, {'label': 'caring', 'score': 0.23292532563209534}, {'label': 'approval', 'score': 0.1251736879348755}, {'label': 'desire', 'score': 0.015513111837208271}, {'label': 'admiration', 'score': 0.013704423792660236}, {'label': 'realization', 'score': 0.012976833619177341}, {'label': 'confusion', 'score': 0.009861485101282597}, {'label': 'disapproval', 'score': 0.0070646945387125015}, {'label': 'fear', 'score': 0.006021358072757721}, {'label': 'relief', 'score': 0.005421122070401907}, {'label': 'gratitude', 'score': 0.005081709939986467}, {'label': 'annoyance', 'score': 0.0035595495719462633}, {'label': 'curiosity', 'score': 0.003152065444737673}, {'label': 'nervousness', 'score': 0.0031490910332649946}, {'label': 'disappointment', 'score': 0.0030062675941735506}, {'label': 'sadness', 'score': 0.0029698675498366356}, {'label': 'joy', 'score': 0.0023816467728465796}, {'label': 'excitement', 'score': 0.0018846312304958701}, {'label': 'pride', 'score': 0.001600927673280239}, {'label': 'love', 'score': 0.0012814209330826998}, {'label': 'grief', 'score': 0.001142323948442936}, {'label': 'remorse', 'score': 0.0011214386904612184}, {'label': 'disgust', 'score': 0.0010361019521951675}, {'label': 'anger', 'score': 0.0008413201430812478}, {'label': 'surprise', 'score': 0.0007106117554940283}, {'label': 'amusement', 'score': 0.0005471461918205023}, {'label': 'embarrassment', 'score': 0.0003489295777399093}]",fear,0.7623,"[{'label': 'fear', 'score': 0.7623229026794434}, {'label': 'disgust', 'score': 0.056325092911720276}, {'label': 'joy', 'score': 0.05169018357992172}, {'label': 'anger', 'score': 0.03749547898769379}, {'label': 'neutral', 'score': 0.03245878219604492}, {'label': 'sadness', 'score': 0.03239258751273155}, {'label': 'surprise', 'score': 0.027315007522702217}]",neutral,0.705,"{'negative': 0.0, 'neutral': 0.705, 'positive': 0.295, 'compound': 0.9403}"
2,there bang burst light ron lie motionless grind another bang crookshank fly air back earth heap expelliarmus harry yelled point wand pettigrew lupin wand fly high air sight stay harry shout run forwards too late,expelliarmus,neutral,0.76988566,"{'neutral': 0.76988566, 'negative': 0.13395393, 'positive': 0.09616041}",neutral,0.9489,"[{'label': 'neutral', 'score': 0.9489304423332214}, {'label': 'annoyance', 'score': 0.0194060280919075}, {'label': 'disappointment', 'score': 0.010813526809215546}, {'label': 'disapproval', 'score': 0.008506366983056068}, {'label': 'realization', 'score': 0.00827921275049448}, {'label': 'approval', 'score': 0.006768522784113884}, {'label': 'sadness', 'score': 0.004649750888347626}, {'label': 'anger', 'score': 0.004248111508786678}, {'label': 'disgust', 'score': 0.003543237689882517}, {'label': 'amusement', 'score': 0.002148359315469861}, {'label': 'fear', 'score': 0.002110624685883522}, {'label': 'optimism', 'score': 0.0020348054822534323}, {'label': 'admiration', 'score': 0.0018665777752175927}, {'label': 'confusion', 'score': 0.0016083393711596727}, {'label': 'embarrassment', 'score': 0.0015851944917812943}, {'label': 'surprise', 'score': 0.0014592076186090708}, {'label': 'excitement', 'score': 0.0014015110209584236}, {'label': 'desire', 'score': 0.0013924316735938191}, {'label': 'caring', 'score': 0.001048919279128313}, {'label': 'joy', 'score': 0.0010316431289538741}, {'label': 'curiosity', 'score': 0.0008901524706743658}, {'label': 'gratitude', 'score': 0.0006853985833004117}, {'label': 'love', 'score': 0.0006080964813008904}, {'label': 'nervousness', 'score': 0.0005726325325667858}, {'label': 'grief', 'score': 0.0005690600955858827}, {'label': 'remorse', 'score': 0.0005266409716568887}, {'label': 'relief', 'score': 0.00038299596053548157}, {'label': 'pride', 'score': 0.00031845131888985634}]",anger,0.5523,"[{'label': 'anger', 'score': 0.5522657632827759}, {'label': 'fear', 'score': 0.25632405281066895}, {'label': 'sadness', 'score': 0.10407841950654984}, {'label': 'surprise', 'score': 0.03698905557394028}, {'label': 'neutral', 'score': 0.028517959639430046}, {'label': 'joy', 'score': 0.020723238587379456}, {'label': 'disgust', 'score': 0.0011015328345820308}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
2,I go live godfather I leave dursley he force think sirius sirius begin chant expecto expecto patronum patronum black give shudder roll lie motionless ground pale death,expecto patronum,neutral,0.7655414,"{'neutral': 0.7655414, 'negative': 0.16119567, 'positive': 0.073263004}",neutral,0.9564,"[{'label': 'neutral', 'score': 0.9564487934112549}, {'label': 'annoyance', 'score': 0.011028975248336792}, {'label': 'approval', 'score': 0.008965527638792992}, {'label': 'fear', 'score': 0.007615535520017147}, {'label': 'disgust', 'score': 0.007108984515070915}, {'label': 'sadness', 'score': 0.006161763798445463}, {'label': 'realization', 'score': 0.005211204290390015}, {'label': 'excitement', 'score': 0.00505707086995244}, {'label': 'anger', 'score': 0.004985072184354067}, {'label': 'amusement', 'score': 0.004856910090893507}, {'label': 'disappointment', 'score': 0.004822615068405867}, {'label': 'admiration', 'score': 0.003901280229911208}, {'label': 'joy', 'score': 0.0034520102199167013}, {'label': 'disapproval', 'score': 0.002697620540857315}, {'label': 'surprise', 'score': 0.00226891809143126}, {'label': 'embarrassment', 'score': 0.002043037908151746}, {'label': 'desire', 'score': 0.001716134138405323}, {'label': 'confusion', 'score': 0.001685267430730164}, {'label': 'optimism', 'score': 0.001651906524784863}, {'label': 'curiosity', 'score': 0.0015829585026949644}, {'label': 'caring', 'score': 0.0014062458649277687}, {'label': 'love', 'score': 0.001350484206341207}, {'label': 'grief', 'score': 0.001141812070272863}, {'label': 'gratitude', 'score': 0.001089846366085112}, {'label': 'nervousness', 'score': 0.001067988807335496}, {'label': 'pride', 'score': 0.000751770450733602}, {'label': 'relief', 'score': 0.0006318824598565698}, {'label': 'remorse', 'score': 0.0005124071030877531}]",fear,0.9898,"[{'label': 'fear', 'score': 0.9897754192352295}, {'label': 'sadness', 'score': 0.003104737726971507}, {'label': 'anger', 'score': 0.0021818887908011675}, {'label': 'neutral', 'score': 0.001967919059097767}, {'label': 'surprise', 'score': 0.0014235383132472634}, {'label': 'joy', 'score': 0.0012580378679558635}, {'label': 'disgust', 'score': 0.00028842600295320153}]",neutral,0.819,"{'negative': 0.181, 'neutral': 0.819, 'positive': 0.0, 'compound': -0.6249}"
2,I leave dursley he force think sirius sirius begin chant expecto expecto patronum patronum black give shudder roll lie motionless ground pale death he right,expecto patronum,neutral,0.7353502,"{'neutral': 0.7353502, 'negative': 0.17257792, 'positive': 0.09207195}",neutral,0.9593,"[{'label': 'neutral', 'score': 0.9593220949172974}, {'label': 'approval', 'score': 0.018245330080389977}, {'label': 'annoyance', 'score': 0.008616732433438301}, {'label': 'realization', 'score': 0.0065699731931090355}, {'label': 'admiration', 'score': 0.0038468902930617332}, {'label': 'amusement', 'score': 0.0035103620029985905}, {'label': 'disgust', 'score': 0.00320776691660285}, {'label': 'disappointment', 'score': 0.0031153401359915733}, {'label': 'anger', 'score': 0.0028979117050766945}, {'label': 'excitement', 'score': 0.0026876532938331366}, {'label': 'sadness', 'score': 0.002535776933655143}, {'label': 'fear', 'score': 0.002474709413945675}, {'label': 'disapproval', 'score': 0.0024319712538272142}, {'label': 'joy', 'score': 0.0019124826649203897}, {'label': 'confusion', 'score': 0.0018209109548479319}, {'label': 'optimism', 'score': 0.0017691337270662189}, {'label': 'curiosity', 'score': 0.0013679210096597672}, {'label': 'surprise', 'score': 0.001095406012609601}, {'label': 'love', 'score': 0.0010327568743377924}, {'label': 'desire', 'score': 0.0010062797227874398}, {'label': 'embarrassment', 'score': 0.0009710559388622642}, {'label': 'caring', 'score': 0.0008874048944562674}, {'label': 'gratitude', 'score': 0.0006475534755736589}, {'label': 'grief', 'score': 0.00047048076521605253}, {'label': 'pride', 'score': 0.00045504537411034107}, {'label': 'nervousness', 'score': 0.00045096981921233237}, {'label': 'relief', 'score': 0.0003846443141810596}, {'label': 'remorse', 'score': 0.0002806668635457754}]",fear,0.993,"[{'label': 'fear', 'score': 0.9929585456848145}, {'label': 'sadness', 'score': 0.0016651283949613571}, {'label': 'neutral', 'score': 0.0015980401076376438}, {'label': 'anger', 'score': 0.0014373043086379766}, {'label': 'surprise', 'score': 0.0010585800046101213}, {'label': 'joy', 'score': 0.000863801222294569}, {'label': 'disgust', 'score': 0.00041868031257763505}]",neutral,0.812,"{'negative': 0.188, 'neutral': 0.812, 'positive': 0.0, 'compound': -0.6249}"
2,he right I going go live expecto patronum hermione help expecto patronum,expecto patronum,positive,0.5056547,"{'positive': 0.5056547, 'neutral': 0.47534078, 'negative': 0.01900456}",neutral,0.8594,"[{'label': 'neutral', 'score': 0.8593798875808716}, {'label': 'approval', 'score': 0.15229012072086334}, {'label': 'realization', 'score': 0.010150227695703506}, {'label': 'annoyance', 'score': 0.004013054072856903}, {'label': 'admiration', 'score': 0.0034554079174995422}, {'label': 'optimism', 'score': 0.003102506510913372}, {'label': 'excitement', 'score': 0.0027698983903974295}, {'label': 'disapproval', 'score': 0.0018980164313688874}, {'label': 'love', 'score': 0.0018845659215003252}, {'label': 'joy', 'score': 0.0014586199540644884}, {'label': 'amusement', 'score': 0.001400958513841033}, {'label': 'curiosity', 'score': 0.001392610021866858}, {'label': 'disappointment', 'score': 0.001386041403748095}, {'label': 'confusion', 'score': 0.0011739246547222137}, {'label': 'disgust', 'score': 0.0010782901663333178}, {'label': 'desire', 'score': 0.0010502516524866223}, {'label': 'caring', 'score': 0.0008825049735605717}, {'label': 'sadness', 'score': 0.0007798998849466443}, {'label': 'anger', 'score': 0.0007527510751970112}, {'label': 'gratitude', 'score': 0.0007485063979402184}, {'label': 'surprise', 'score': 0.0006379833212122321}, {'label': 'fear', 'score': 0.0004919949569739401}, {'label': 'relief', 'score': 0.00043046497739851475}, {'label': 'pride', 'score': 0.0003175678139086813}, {'label': 'embarrassment', 'score': 0.0002682722406461835}, {'label': 'nervousness', 'score': 0.00017940733232535422}, {'label': 'remorse', 'score': 0.00016935197345446795}, {'label': 'grief', 'score': 0.00014920708781573921}]",neutral,0.9129,"[{'label': 'neutral', 'score': 0.9128854870796204}, {'label': 'surprise', 'score': 0.04126209765672684}, {'label': 'joy', 'score': 0.02038768120110035}, {'label': 'anger', 'score': 0.013704543933272362}, {'label': 'sadness', 'score': 0.006333491299301386}, {'label': 'fear', 'score': 0.0039782398380339146}, {'label': 'disgust', 'score': 0.0014485224382951856}]",neutral,0.787,"{'negative': 0.0, 'neutral': 0.787, 'positive': 0.213, 'compound': 0.4019}"
2,expecto patronum hermione help expecto expecto patronum hermione whisper expecto expecto but,expecto patronum,neutral,0.7339514,"{'neutral': 0.7339514, 'negative': 0.1535321, 'positive': 0.1125165}",neutral,0.9685,"[{'label': 'neutral', 'score': 0.9684813618659973}, {'label': 'approval', 'score': 0.008872567676007748}, {'label': 'annoyance', 'score': 0.00727770384401083}, {'label': 'excitement', 'score': 0.004752025939524174}, {'label': 'realization', 'score': 0.0042052436619997025}, {'label': 'disappointment', 'score': 0.003667116165161133}, {'label': 'admiration', 'score': 0.003651594975963235}, {'label': 'desire', 'score': 0.0030732962768524885}, {'label': 'disgust', 'score': 0.0030283129308372736}, {'label': 'joy', 'score': 0.0029184669256210327}, {'label': 'optimism', 'score': 0.0028452870901674032}, {'label': 'disapproval', 'score': 0.0028155792970210314}, {'label': 'amusement', 'score': 0.0027194872964173555}, {'label': 'anger', 'score': 0.002680559642612934}, {'label': 'sadness', 'score': 0.0025916278827935457}, {'label': 'fear', 'score': 0.00202679680660367}, {'label': 'confusion', 'score': 0.0019117966294288635}, {'label': 'love', 'score': 0.0018695268081501126}, {'label': 'curiosity', 'score': 0.0018268503481522202}, {'label': 'surprise', 'score': 0.0016774963587522507}, {'label': 'caring', 'score': 0.0012829534243792295}, {'label': 'gratitude', 'score': 0.001280557131394744}, {'label': 'embarrassment', 'score': 0.0010290236677974463}, {'label': 'grief', 'score': 0.0005839524092152715}, {'label': 'pride', 'score': 0.0005512480856850743}, {'label': 'remorse', 'score': 0.00048563932068645954}, {'label': 'nervousness', 'score': 0.00045576904085464776}, {'label': 'relief', 'score': 0.0004404792271088809}]",neutral,0.5661,"[{'label': 'neutral', 'score': 0.5661178827285767}, {'label': 'fear', 'score': 0.18238389492034912}, {'label': 'sadness', 'score': 0.106828972697258}, {'label': 'anger', 'score': 0.06833940744400024}, {'label': 'surprise', 'score': 0.052520137280225754}, {'label': 'joy', 'score': 0.01864193007349968}, {'label': 'disgust', 'score': 0.005167708266526461}]",neutral,0.856,"{'negative': 0.0, 'neutral': 0.856, 'positive': 0.144, 'compound': 0.2144}"
2,hermione help expecto expecto patronum hermione whisper expecto expecto but the dementor close barely ten foot,expecto,neutral,0.728191,"{'neutral': 0.728191, 'positive': 0.13663088, 'negative': 0.1351781}",neutral,0.9633,"[{'label': 'neutral', 'score': 0.9633147120475769}, {'label': 'approval', 'score': 0.01804426684975624}, {'label': 'realization', 'score': 0.008498532697558403}, {'label': 'annoyance', 'score': 0.006685383152216673}, {'label': 'disapproval', 'score': 0.005254846997559071}, {'label': 'disappointment', 'score': 0.005162754561752081}, {'label': 'admiration', 'score': 0.0032042998354882}, {'label': 'disgust', 'score': 0.0024848508182913065}, {'label': 'sadness', 'score': 0.0024841937702149153}, {'label': 'optimism', 'score': 0.002442715223878622}, {'label': 'confusion', 'score': 0.0019163185497745872}, {'label': 'excitement', 'score': 0.0018262637313455343}, {'label': 'joy', 'score': 0.0017201303271576762}, {'label': 'amusement', 'score': 0.0017017184291034937}, {'label': 'anger', 'score': 0.0014683699700981379}, {'label': 'desire', 'score': 0.001448520109988749}, {'label': 'fear', 'score': 0.001422994420863688}, {'label': 'love', 'score': 0.001365629374049604}, {'label': 'caring', 'score': 0.0010576965287327766}, {'label': 'gratitude', 'score': 0.0009856611723080277}, {'label': 'surprise', 'score': 0.0009353020577691495}, {'label': 'curiosity', 'score': 0.0009253513999283314}, {'label': 'embarrassment', 'score': 0.0008687963709235191}, {'label': 'relief', 'score': 0.0004999761586077511}, {'label': 'remorse', 'score': 0.0004432979039847851}, {'label': 'grief', 'score': 0.000434096553362906}, {'label': 'pride', 'score': 0.000429466919740662}, {'label': 'nervousness', 'score': 0.00038049122667871416}]",neutral,0.385,"[{'label': 'neutral', 'score': 0.3850191831588745}, {'label': 'fear', 'score': 0.3273997902870178}, {'label': 'surprise', 'score': 0.13658186793327332}, {'label': 'sadness', 'score': 0.09795236587524414}, {'label': 'anger', 'score': 0.036079905927181244}, {'label': 'joy', 'score': 0.012348579242825508}, {'label': 'disgust', 'score': 0.004618318285793066}]",neutral,0.89,"{'negative': 0.0, 'neutral': 0.89, 'positive': 0.11, 'compound': 0.2144}"
2,the dementor close barely ten foot they form solid wall around harry hermione get close expecto patronum harry yelled try blot scream ear expecto patronum a thin wisp silver escape wand hover like mist,expecto patronum,neutral,0.7644299,"{'neutral': 0.7644299, 'negative': 0.15861417, 'positive': 0.07695591}",neutral,0.9696,"[{'label': 'neutral', 'score': 0.9695920348167419}, {'label': 'approval', 'score': 0.009421815164387226}, {'label': 'annoyance', 'score': 0.00828777626156807}, {'label': 'realization', 'score': 0.005397047381848097}, {'label': 'disappointment', 'score': 0.0039559234865009785}, {'label': 'disgust', 'score': 0.0039191883988678455}, {'label': 'admiration', 'score': 0.0036835537757724524}, {'label': 'amusement', 'score': 0.0034680115059018135}, {'label': 'disapproval', 'score': 0.0032678297720849514}, {'label': 'anger', 'score': 0.003195319091901183}, {'label': 'excitement', 'score': 0.002999589079990983}, {'label': 'sadness', 'score': 0.0028463222552090883}, {'label': 'fear', 'score': 0.0026685099583119154}, {'label': 'confusion', 'score': 0.0025905827060341835}, {'label': 'joy', 'score': 0.002284478396177292}, {'label': 'optimism', 'score': 0.0019483392825350165}, {'label': 'curiosity', 'score': 0.0016568368300795555}, {'label': 'surprise', 'score': 0.0014802395598962903}, {'label': 'desire', 'score': 0.0014648860087618232}, {'label': 'love', 'score': 0.0014580367133021355}, {'label': 'embarrassment', 'score': 0.0012249017599970102}, {'label': 'caring', 'score': 0.0011549795744940639}, {'label': 'gratitude', 'score': 0.0010191021719947457}, {'label': 'grief', 'score': 0.0006144722574390471}, {'label': 'nervousness', 'score': 0.0005370239960029721}, {'label': 'pride', 'score': 0.00047666122554801404}, {'label': 'remorse', 'score': 0.0004500980139710009}, {'label': 'relief', 'score': 0.0004100868827663362}]",fear,0.3455,"[{'label': 'fear', 'score': 0.3454532027244568}, {'label': 'neutral', 'score': 0.22876082360744476}, {'label': 'anger', 'score': 0.2086980938911438}, {'label': 'surprise', 'score': 0.13119128346443176}, {'label': 'sadness', 'score': 0.06392819434404373}, {'label': 'joy', 'score': 0.019685957580804825}, {'label': 'disgust', 'score': 0.002282470930367708}]",neutral,0.773,"{'negative': 0.072, 'neutral': 0.773, 'positive': 0.155, 'compound': 0.2732}"
2,they form solid wall around harry hermione get close expecto patronum harry yelled try blot scream ear expecto patronum a thin wisp silver escape wand hover like mist at moment harry feel hermione collapse next,expecto patronum,neutral,0.75594854,"{'neutral': 0.75594854, 'negative': 0.18949133, 'positive': 0.054560166}",neutral,0.9711,"[{'label': 'neutral', 'score': 0.971137285232544}, {'label': 'approval', 'score': 0.010717171244323254}, {'label': 'annoyance', 'score': 0.006983892060816288}, {'label': 'realization', 'score': 0.0068802610039711}, {'label': 'disapproval', 'score': 0.00423860177397728}, {'label': 'disappointment', 'score': 0.004217271693050861}, {'label': 'confusion', 'score': 0.003244695719331503}, {'label': 'admiration', 'score': 0.002982113976031542}, {'label': 'sadness', 'score': 0.002979435957968235}, {'label': 'disgust', 'score': 0.0028451152611523867}, {'label': 'amusement', 'score': 0.002697203541174531}, {'label': 'anger', 'score': 0.002515445463359356}, {'label': 'fear', 'score': 0.002416193252429366}, {'label': 'optimism', 'score': 0.0023780139163136482}, {'label': 'excitement', 'score': 0.002260028850287199}, {'label': 'joy', 'score': 0.001878612325526774}, {'label': 'curiosity', 'score': 0.0016794396797195077}, {'label': 'desire', 'score': 0.0013828157680109143}, {'label': 'surprise', 'score': 0.001292901812121272}, {'label': 'love', 'score': 0.0011771114077419043}, {'label': 'caring', 'score': 0.0011537238024175167}, {'label': 'gratitude', 'score': 0.0010372920660302043}, {'label': 'embarrassment', 'score': 0.0009881255682557821}, {'label': 'grief', 'score': 0.0005889842286705971}, {'label': 'nervousness', 'score': 0.0005350994179025292}, {'label': 'remorse', 'score': 0.0004646016750484705}, {'label': 'relief', 'score': 0.00040682937833480537}, {'label': 'pride', 'score': 0.0003878784191329032}]",fear,0.3539,"[{'label': 'fear', 'score': 0.3539082407951355}, {'label': 'sadness', 'score': 0.34051617980003357}, {'label': 'anger', 'score': 0.1893739551305771}, {'label': 'surprise', 'score': 0.07984699308872223}, {'label': 'neutral', 'score': 0.017712775617837906}, {'label': 'joy', 'score': 0.01740807667374611}, {'label': 'disgust', 'score': 0.0012337228981778026}]",neutral,0.713,"{'negative': 0.145, 'neutral': 0.713, 'positive': 0.143, 'compound': -0.2732}"
2,at moment harry feel hermione collapse next he alone completely alone expecto expecto patronum harry feel knee hit cold grass fog cloud eye,expecto patronum,negative,0.56745094,"{'negative': 0.56745094, 'neutral': 0.41240937, 'positive': 0.02013967}",neutral,0.9631,"[{'label': 'neutral', 'score': 0.963089108467102}, {'label': 'annoyance', 'score': 0.00944933108985424}, {'label': 'disappointment', 'score': 0.007696834858506918}, {'label': 'sadness', 'score': 0.007679714821279049}, {'label': 'approval', 'score': 0.007413189858198166}, {'label': 'realization', 'score': 0.0072508505545556545}, {'label': 'disgust', 'score': 0.0051072100177407265}, {'label': 'disapproval', 'score': 0.003911624662578106}, {'label': 'fear', 'score': 0.0038099978119134903}, {'label': 'amusement', 'score': 0.0037619774229824543}, {'label': 'anger', 'score': 0.003377689281478524}, {'label': 'admiration', 'score': 0.00307570886798203}, {'label': 'excitement', 'score': 0.002674057614058256}, {'label': 'joy', 'score': 0.002629828406497836}, {'label': 'confusion', 'score': 0.0023964482825249434}, {'label': 'surprise', 'score': 0.002134779468178749}, {'label': 'embarrassment', 'score': 0.0020851672161370516}, {'label': 'optimism', 'score': 0.0017222178867086768}, {'label': 'desire', 'score': 0.0016631988110020757}, {'label': 'love', 'score': 0.0016286867903545499}, {'label': 'curiosity', 'score': 0.0014729544054716825}, {'label': 'grief', 'score': 0.0011431603925302625}, {'label': 'caring', 'score': 0.0011154243256896734}, {'label': 'gratitude', 'score': 0.0010774610564112663}, {'label': 'nervousness', 'score': 0.00085219502216205}, {'label': 'remorse', 'score': 0.0007920684292912483}, {'label': 'relief', 'score': 0.0005793831078335643}, {'label': 'pride', 'score': 0.0005352548323571682}]",sadness,0.9083,"[{'label': 'sadness', 'score': 0.9082695841789246}, {'label': 'anger', 'score': 0.06407246738672256}, {'label': 'fear', 'score': 0.015038510784506798}, {'label': 'joy', 'score': 0.005423405673354864}, {'label': 'surprise', 'score': 0.004913325421512127}, {'label': 'neutral', 'score': 0.0019580060616135597}, {'label': 'disgust', 'score': 0.0003246311389375478}]",neutral,0.735,"{'negative': 0.265, 'neutral': 0.735, 'positive': 0.0, 'compound': -0.7351}"
