book_num,sentence,spell,rob_sentiment,rob_score,rob_all_scores,rob_emotion,rob_emotion_score,all_emotion_scores,dis_rob_emotion,dis_rob_emotion_score,dis_all_emotion_scores,v_sentiment,v_sentiment_score,v_all_scores
3,prior incantato roar mr diggory,prior incantato,neutral,0.70171213,"{'neutral': 0.70171213, 'positive': 0.22608161, 'negative': 0.07220617}",neutral,0.9549,"[{'label': 'neutral', 'score': 0.9549086689949036}, {'label': 'approval', 'score': 0.015891171991825104}, {'label': 'annoyance', 'score': 0.0084628751501441}, {'label': 'realization', 'score': 0.006803628522902727}, {'label': 'admiration', 'score': 0.006701767444610596}, {'label': 'disgust', 'score': 0.005976991727948189}, {'label': 'disappointment', 'score': 0.005544301122426987}, {'label': 'disapproval', 'score': 0.004940049722790718}, {'label': 'sadness', 'score': 0.0027930361684411764}, {'label': 'amusement', 'score': 0.002488602651283145}, {'label': 'excitement', 'score': 0.0024740740191191435}, {'label': 'anger', 'score': 0.002385208150371909}, {'label': 'fear', 'score': 0.0023466183338314295}, {'label': 'confusion', 'score': 0.0018909887876361609}, {'label': 'joy', 'score': 0.0018166424706578255}, {'label': 'love', 'score': 0.0017340428894385695}, {'label': 'embarrassment', 'score': 0.0017139902338385582}, {'label': 'surprise', 'score': 0.0015059298602864146}, {'label': 'gratitude', 'score': 0.0014124028384685516}, {'label': 'optimism', 'score': 0.0013438136084005237}, {'label': 'curiosity', 'score': 0.0010264990851283073}, {'label': 'desire', 'score': 0.0007969301077537239}, {'label': 'caring', 'score': 0.0006566437659785151}, {'label': 'pride', 'score': 0.000606563757173717}, {'label': 'grief', 'score': 0.0005671967519447207}, {'label': 'relief', 'score': 0.0005023874691687524}, {'label': 'remorse', 'score': 0.00043450601515360177}, {'label': 'nervousness', 'score': 0.00040530922706238925}]",anger,0.9159,"[{'label': 'anger', 'score': 0.9159274101257324}, {'label': 'fear', 'score': 0.03303942084312439}, {'label': 'neutral', 'score': 0.023472219705581665}, {'label': 'sadness', 'score': 0.015484454110264778}, {'label': 'disgust', 'score': 0.004512418992817402}, {'label': 'surprise', 'score': 0.0037878728471696377}, {'label': 'joy', 'score': 0.0037760750856250525}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
3,deletrius mr diggory shout smoky skull vanish wisp smoke,deletrius,neutral,0.8080627,"{'neutral': 0.8080627, 'negative': 0.10590219, 'positive': 0.08603507}",neutral,0.9229,"[{'label': 'neutral', 'score': 0.9229487180709839}, {'label': 'disgust', 'score': 0.02810879424214363}, {'label': 'annoyance', 'score': 0.013229288160800934}, {'label': 'approval', 'score': 0.011123024858534336}, {'label': 'fear', 'score': 0.009684771299362183}, {'label': 'sadness', 'score': 0.006994814146310091}, {'label': 'admiration', 'score': 0.00660387147217989}, {'label': 'realization', 'score': 0.006438526790589094}, {'label': 'disappointment', 'score': 0.005805775988847017}, {'label': 'amusement', 'score': 0.0055918944999575615}, {'label': 'excitement', 'score': 0.004855855368077755}, {'label': 'anger', 'score': 0.004473055712878704}, {'label': 'embarrassment', 'score': 0.0036863181740045547}, {'label': 'confusion', 'score': 0.002984502585604787}, {'label': 'disapproval', 'score': 0.0026955902576446533}, {'label': 'surprise', 'score': 0.002542143454775214}, {'label': 'joy', 'score': 0.0024968087673187256}, {'label': 'love', 'score': 0.0024850149638950825}, {'label': 'curiosity', 'score': 0.002164092380553484}, {'label': 'desire', 'score': 0.0018548480002209544}, {'label': 'grief', 'score': 0.0011873648036271334}, {'label': 'nervousness', 'score': 0.0011674539418891072}, {'label': 'optimism', 'score': 0.0011324967490509152}, {'label': 'gratitude', 'score': 0.0008662499603815377}, {'label': 'caring', 'score': 0.0007683507865294814}, {'label': 'pride', 'score': 0.0007033420843072236}, {'label': 'relief', 'score': 0.0005401920061558485}, {'label': 'remorse', 'score': 0.0005379317444749177}]",anger,0.445,"[{'label': 'anger', 'score': 0.4449644684791565}, {'label': 'fear', 'score': 0.3281111419200897}, {'label': 'sadness', 'score': 0.13310812413692474}, {'label': 'disgust', 'score': 0.054133836179971695}, {'label': 'joy', 'score': 0.01803704723715782}, {'label': 'neutral', 'score': 0.01656479574739933}, {'label': 'surprise', 'score': 0.005080550909042358}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
3,ron say hermione reproachfully pull wand mutter reparo glass shard fly back single pane back door,reparo,neutral,0.796738,"{'neutral': 0.796738, 'negative': 0.15011972, 'positive': 0.053142242}",neutral,0.7699,"[{'label': 'neutral', 'score': 0.7698588967323303}, {'label': 'disgust', 'score': 0.08132417500019073}, {'label': 'annoyance', 'score': 0.07958683371543884}, {'label': 'disapproval', 'score': 0.03699123486876488}, {'label': 'anger', 'score': 0.025872783735394478}, {'label': 'approval', 'score': 0.013431034050881863}, {'label': 'disappointment', 'score': 0.012365548871457577}, {'label': 'embarrassment', 'score': 0.01000306848436594}, {'label': 'realization', 'score': 0.004610828123986721}, {'label': 'amusement', 'score': 0.004295908845961094}, {'label': 'admiration', 'score': 0.0033399881795048714}, {'label': 'sadness', 'score': 0.0030175219289958477}, {'label': 'fear', 'score': 0.0028153397142887115}, {'label': 'gratitude', 'score': 0.0020555153023451567}, {'label': 'love', 'score': 0.0017875776393339038}, {'label': 'optimism', 'score': 0.0017077738884836435}, {'label': 'remorse', 'score': 0.0015747119905427098}, {'label': 'caring', 'score': 0.0015468774363398552}, {'label': 'desire', 'score': 0.0012962778564542532}, {'label': 'confusion', 'score': 0.0010582931572571397}, {'label': 'curiosity', 'score': 0.0008091473137028515}, {'label': 'excitement', 'score': 0.000738798058591783}, {'label': 'joy', 'score': 0.0007118216017261147}, {'label': 'surprise', 'score': 0.0006587334792129695}, {'label': 'pride', 'score': 0.0006289068842306733}, {'label': 'grief', 'score': 0.0006049962248653173}, {'label': 'relief', 'score': 0.00044425585656426847}, {'label': 'nervousness', 'score': 0.00036885624285787344}]",fear,0.7265,"[{'label': 'fear', 'score': 0.726518452167511}, {'label': 'anger', 'score': 0.20688576996326447}, {'label': 'neutral', 'score': 0.03313877433538437}, {'label': 'disgust', 'score': 0.016577815636992455}, {'label': 'sadness', 'score': 0.009323371574282646}, {'label': 'joy', 'score': 0.00409378856420517}, {'label': 'surprise', 'score': 0.0034619634971022606}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
3,he point wand mutter imperio,imperio,neutral,0.8635686,"{'neutral': 0.8635686, 'negative': 0.0685575, 'positive': 0.0678739}",neutral,0.9683,"[{'label': 'neutral', 'score': 0.9683322310447693}, {'label': 'approval', 'score': 0.010074058547616005}, {'label': 'annoyance', 'score': 0.008363502100110054}, {'label': 'realization', 'score': 0.0049196407198905945}, {'label': 'disapproval', 'score': 0.004039564169943333}, {'label': 'anger', 'score': 0.0036048321053385735}, {'label': 'admiration', 'score': 0.003493612166494131}, {'label': 'disappointment', 'score': 0.0034296181984245777}, {'label': 'amusement', 'score': 0.0025495225563645363}, {'label': 'sadness', 'score': 0.002513880142942071}, {'label': 'confusion', 'score': 0.0024400115944445133}, {'label': 'disgust', 'score': 0.002395130693912506}, {'label': 'excitement', 'score': 0.002235214225947857}, {'label': 'joy', 'score': 0.0020631705410778522}, {'label': 'optimism', 'score': 0.0017733154818415642}, {'label': 'fear', 'score': 0.0016635647043585777}, {'label': 'gratitude', 'score': 0.0016544514801353216}, {'label': 'curiosity', 'score': 0.0014701882610097528}, {'label': 'caring', 'score': 0.001160551211796701}, {'label': 'surprise', 'score': 0.0010895883897319436}, {'label': 'desire', 'score': 0.0009921271121129394}, {'label': 'love', 'score': 0.000979926553554833}, {'label': 'embarrassment', 'score': 0.0009049540967680514}, {'label': 'grief', 'score': 0.0005376982735469937}, {'label': 'remorse', 'score': 0.0004369506787043065}, {'label': 'pride', 'score': 0.00042358846985735}, {'label': 'nervousness', 'score': 0.0003962732444051653}, {'label': 'relief', 'score': 0.0003944043128285557}]",anger,0.731,"[{'label': 'anger', 'score': 0.7309668064117432}, {'label': 'fear', 'score': 0.16734616458415985}, {'label': 'neutral', 'score': 0.07504046708345413}, {'label': 'disgust', 'score': 0.01219022274017334}, {'label': 'sadness', 'score': 0.006087280809879303}, {'label': 'surprise', 'score': 0.005046268459409475}, {'label': 'joy', 'score': 0.0033227333333343267}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
3,engorgio,engorgio,neutral,0.69462866,"{'neutral': 0.69462866, 'positive': 0.18755388, 'negative': 0.11781743}",neutral,0.9702,"[{'label': 'neutral', 'score': 0.9702360033988953}, {'label': 'approval', 'score': 0.012350056320428848}, {'label': 'annoyance', 'score': 0.007907961495220661}, {'label': 'realization', 'score': 0.005636961665004492}, {'label': 'disapproval', 'score': 0.004209884908050299}, {'label': 'disappointment', 'score': 0.003724029054865241}, {'label': 'admiration', 'score': 0.0034216793719679117}, {'label': 'anger', 'score': 0.00283471099101007}, {'label': 'disgust', 'score': 0.002555126091465354}, {'label': 'sadness', 'score': 0.002479363465681672}, {'label': 'confusion', 'score': 0.002334000775590539}, {'label': 'excitement', 'score': 0.0022848339285701513}, {'label': 'amusement', 'score': 0.001969400094822049}, {'label': 'optimism', 'score': 0.0018821991980075836}, {'label': 'joy', 'score': 0.001793514471501112}, {'label': 'fear', 'score': 0.0015836791135370731}, {'label': 'curiosity', 'score': 0.0015109148807823658}, {'label': 'desire', 'score': 0.001225198619067669}, {'label': 'love', 'score': 0.001186774461530149}, {'label': 'caring', 'score': 0.0010970169678330421}, {'label': 'surprise', 'score': 0.0010735129471868277}, {'label': 'gratitude', 'score': 0.000973848975263536}, {'label': 'embarrassment', 'score': 0.0008280211477540433}, {'label': 'grief', 'score': 0.00047794493730179965}, {'label': 'nervousness', 'score': 0.00039052177453413606}, {'label': 'remorse', 'score': 0.00038997025694698095}, {'label': 'pride', 'score': 0.00038372448761947453}, {'label': 'relief', 'score': 0.00036543511669151485}]",neutral,0.8389,"[{'label': 'neutral', 'score': 0.8388800024986267}, {'label': 'surprise', 'score': 0.06700899451971054}, {'label': 'joy', 'score': 0.046339184045791626}, {'label': 'sadness', 'score': 0.03213825449347496}, {'label': 'anger', 'score': 0.007402673363685608}, {'label': 'fear', 'score': 0.004525685682892799}, {'label': 'disgust', 'score': 0.003705135313794017}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
3,moody raise wand point spider mutter crucio,crucio,neutral,0.8848735,"{'neutral': 0.8848735, 'positive': 0.06398533, 'negative': 0.051141217}",neutral,0.9691,"[{'label': 'neutral', 'score': 0.9691010117530823}, {'label': 'approval', 'score': 0.010621760040521622}, {'label': 'annoyance', 'score': 0.007616033777594566}, {'label': 'realization', 'score': 0.00493876077234745}, {'label': 'admiration', 'score': 0.004111450165510178}, {'label': 'disappointment', 'score': 0.0038074052426964045}, {'label': 'disgust', 'score': 0.0033355592750012875}, {'label': 'disapproval', 'score': 0.0032362511847168207}, {'label': 'excitement', 'score': 0.0031626266427338123}, {'label': 'anger', 'score': 0.0031461063772439957}, {'label': 'amusement', 'score': 0.002950102323666215}, {'label': 'sadness', 'score': 0.0029443337116390467}, {'label': 'joy', 'score': 0.002430994063615799}, {'label': 'optimism', 'score': 0.002119101583957672}, {'label': 'fear', 'score': 0.002102105412632227}, {'label': 'confusion', 'score': 0.0019614440388977528}, {'label': 'love', 'score': 0.0017570247873663902}, {'label': 'curiosity', 'score': 0.0015201703645288944}, {'label': 'desire', 'score': 0.001482469029724598}, {'label': 'surprise', 'score': 0.0013379137963056564}, {'label': 'gratitude', 'score': 0.0011048890883103013}, {'label': 'caring', 'score': 0.0010753029491752386}, {'label': 'embarrassment', 'score': 0.0010413661366328597}, {'label': 'grief', 'score': 0.000591853866353631}, {'label': 'pride', 'score': 0.0005134927341714501}, {'label': 'remorse', 'score': 0.0005000945529900491}, {'label': 'nervousness', 'score': 0.0004413231508806348}, {'label': 'relief', 'score': 0.0003972361737396568}]",neutral,0.6941,"[{'label': 'neutral', 'score': 0.694134533405304}, {'label': 'joy', 'score': 0.15503308176994324}, {'label': 'anger', 'score': 0.07978235185146332}, {'label': 'surprise', 'score': 0.027944184839725494}, {'label': 'sadness', 'score': 0.0208551287651062}, {'label': 'disgust', 'score': 0.013937384821474552}, {'label': 'fear', 'score': 0.008313344791531563}]",neutral,0.706,"{'negative': 0.294, 'neutral': 0.706, 'positive': 0.0, 'compound': -0.3612}"
3,reducio moody mutter spider shrink back proper size,reducio,neutral,0.7890798,"{'neutral': 0.7890798, 'positive': 0.12860866, 'negative': 0.082311556}",neutral,0.9628,"[{'label': 'neutral', 'score': 0.9627683162689209}, {'label': 'approval', 'score': 0.027747534215450287}, {'label': 'annoyance', 'score': 0.007202876731753349}, {'label': 'realization', 'score': 0.006726154591888189}, {'label': 'admiration', 'score': 0.004033638630062342}, {'label': 'disapproval', 'score': 0.0028762563597410917}, {'label': 'disappointment', 'score': 0.0028726181481033564}, {'label': 'optimism', 'score': 0.0024008878972381353}, {'label': 'disgust', 'score': 0.0019802150782197714}, {'label': 'anger', 'score': 0.0018407326424494386}, {'label': 'confusion', 'score': 0.0016351239755749702}, {'label': 'sadness', 'score': 0.0016349873039871454}, {'label': 'caring', 'score': 0.0015486793126910925}, {'label': 'love', 'score': 0.0013388468651100993}, {'label': 'amusement', 'score': 0.0013284576125442982}, {'label': 'desire', 'score': 0.0011976538226008415}, {'label': 'joy', 'score': 0.0011841863160952926}, {'label': 'excitement', 'score': 0.0011778274783864617}, {'label': 'fear', 'score': 0.0010519805364310741}, {'label': 'curiosity', 'score': 0.0010172398760914803}, {'label': 'gratitude', 'score': 0.0006698357174172997}, {'label': 'embarrassment', 'score': 0.0005322863580659032}, {'label': 'surprise', 'score': 0.00048741832142695785}, {'label': 'relief', 'score': 0.00036409389576874673}, {'label': 'pride', 'score': 0.0003271788591518998}, {'label': 'remorse', 'score': 0.0003046289784833789}, {'label': 'grief', 'score': 0.0003001255390699953}, {'label': 'nervousness', 'score': 0.0002875399950426072}]",sadness,0.8152,"[{'label': 'sadness', 'score': 0.8152161240577698}, {'label': 'neutral', 'score': 0.13073241710662842}, {'label': 'joy', 'score': 0.03318100795149803}, {'label': 'disgust', 'score': 0.007405106909573078}, {'label': 'surprise', 'score': 0.00727321021258831}, {'label': 'anger', 'score': 0.004414931405335665}, {'label': 'fear', 'score': 0.0017771873390302062}]",neutral,0.737,"{'negative': 0.263, 'neutral': 0.737, 'positive': 0.0, 'compound': -0.3612}"
3,avada kedavra hermione whisper,avada kedavra,neutral,0.84519696,"{'neutral': 0.84519696, 'positive': 0.10070849, 'negative': 0.05409456}",neutral,0.9664,"[{'label': 'neutral', 'score': 0.9664322733879089}, {'label': 'approval', 'score': 0.011033985763788223}, {'label': 'annoyance', 'score': 0.005835278425365686}, {'label': 'realization', 'score': 0.005199394188821316}, {'label': 'admiration', 'score': 0.004151355940848589}, {'label': 'excitement', 'score': 0.003685136791318655}, {'label': 'disapproval', 'score': 0.0032426249235868454}, {'label': 'joy', 'score': 0.003216911107301712}, {'label': 'disappointment', 'score': 0.0030140981543809175}, {'label': 'confusion', 'score': 0.00295528257265687}, {'label': 'anger', 'score': 0.0028245903085917234}, {'label': 'disgust', 'score': 0.002588147995993495}, {'label': 'amusement', 'score': 0.002480900613591075}, {'label': 'sadness', 'score': 0.002265842631459236}, {'label': 'gratitude', 'score': 0.0021139292512089014}, {'label': 'fear', 'score': 0.0020412129815667868}, {'label': 'optimism', 'score': 0.0019800954032689333}, {'label': 'love', 'score': 0.0017769751138985157}, {'label': 'curiosity', 'score': 0.0016291445353999734}, {'label': 'surprise', 'score': 0.001408425043337047}, {'label': 'desire', 'score': 0.0012809503823518753}, {'label': 'caring', 'score': 0.001108902390114963}, {'label': 'embarrassment', 'score': 0.0009641879005357623}, {'label': 'grief', 'score': 0.0005850002635270357}, {'label': 'pride', 'score': 0.0005446785362437367}, {'label': 'relief', 'score': 0.0004892941215075552}, {'label': 'remorse', 'score': 0.00046036121784709394}, {'label': 'nervousness', 'score': 0.00043080668547190726}]",fear,0.8941,"[{'label': 'fear', 'score': 0.894132137298584}, {'label': 'neutral', 'score': 0.0572504922747612}, {'label': 'sadness', 'score': 0.026661908254027367}, {'label': 'anger', 'score': 0.0066932919435203075}, {'label': 'surprise', 'score': 0.006271230988204479}, {'label': 'disgust', 'score': 0.004671487491577864}, {'label': 'joy', 'score': 0.004319441504776478}]",neutral,1,"{'negative': 0.0, 'neutral': 1.0, 'positive': 0.0, 'compound': 0.0}"
3,avada kedavra kill curse,avada kedavra,negative,0.6402074,"{'negative': 0.6402074, 'neutral': 0.33955163, 'positive': 0.020240901}",neutral,0.9643,"[{'label': 'neutral', 'score': 0.9643117785453796}, {'label': 'annoyance', 'score': 0.012309549376368523}, {'label': 'approval', 'score': 0.007779784966260195}, {'label': 'realization', 'score': 0.005267484113574028}, {'label': 'anger', 'score': 0.004936771932989359}, {'label': 'disapproval', 'score': 0.004410486202687025}, {'label': 'disappointment', 'score': 0.004292846657335758}, {'label': 'disgust', 'score': 0.003706613788381219}, {'label': 'sadness', 'score': 0.0033857214730232954}, {'label': 'fear', 'score': 0.0026952289044857025}, {'label': 'amusement', 'score': 0.002625151537358761}, {'label': 'excitement', 'score': 0.0023170355707406998}, {'label': 'joy', 'score': 0.002202463336288929}, {'label': 'admiration', 'score': 0.0021987988147884607}, {'label': 'confusion', 'score': 0.002151497872546315}, {'label': 'optimism', 'score': 0.0020922140683978796}, {'label': 'gratitude', 'score': 0.0017057540826499462}, {'label': 'embarrassment', 'score': 0.0014322487404569983}, {'label': 'surprise', 'score': 0.0014155268436297774}, {'label': 'desire', 'score': 0.0013463097857311368}, {'label': 'caring', 'score': 0.0013235140359029174}, {'label': 'curiosity', 'score': 0.0012440906139090657}, {'label': 'love', 'score': 0.0009522769832983613}, {'label': 'grief', 'score': 0.0006790555198676884}, {'label': 'nervousness', 'score': 0.0005549298948608339}, {'label': 'remorse', 'score': 0.0005354629829525948}, {'label': 'relief', 'score': 0.0004820676986128092}, {'label': 'pride', 'score': 0.0004692332004196942}]",anger,0.6699,"[{'label': 'anger', 'score': 0.6699193120002747}, {'label': 'sadness', 'score': 0.15092597901821136}, {'label': 'fear', 'score': 0.06388334184885025}, {'label': 'neutral', 'score': 0.05876368284225464}, {'label': 'disgust', 'score': 0.04886248707771301}, {'label': 'surprise', 'score': 0.0045432960614562035}, {'label': 'joy', 'score': 0.003101898357272148}]",negative,0.804,"{'negative': 0.804, 'neutral': 0.196, 'positive': 0.0, 'compound': -0.8481}"
3,avada kedavra moody roar,avada kedavra,neutral,0.8058906,"{'neutral': 0.8058906, 'positive': 0.13614142, 'negative': 0.057967957}",neutral,0.9658,"[{'label': 'neutral', 'score': 0.9658429622650146}, {'label': 'approval', 'score': 0.009446385316550732}, {'label': 'annoyance', 'score': 0.006699965335428715}, {'label': 'realization', 'score': 0.004584840964525938}, {'label': 'excitement', 'score': 0.0043287454172968864}, {'label': 'joy', 'score': 0.003881346434354782}, {'label': 'admiration', 'score': 0.003821458201855421}, {'label': 'anger', 'score': 0.003450192278251052}, {'label': 'amusement', 'score': 0.0031004087068140507}, {'label': 'disappointment', 'score': 0.0028974986635148525}, {'label': 'disapproval', 'score': 0.0027959037106484175}, {'label': 'disgust', 'score': 0.0027531939558684826}, {'label': 'confusion', 'score': 0.002622936386615038}, {'label': 'sadness', 'score': 0.002449173480272293}, {'label': 'fear', 'score': 0.00236485805362463}, {'label': 'optimism', 'score': 0.00189746986143291}, {'label': 'love', 'score': 0.001776865217834711}, {'label': 'curiosity', 'score': 0.0017699355958029628}, {'label': 'gratitude', 'score': 0.0015771902399137616}, {'label': 'surprise', 'score': 0.001555133960209787}, {'label': 'desire', 'score': 0.0013287917245179415}, {'label': 'caring', 'score': 0.0011985953897237778}, {'label': 'embarrassment', 'score': 0.0009954561246559024}, {'label': 'grief', 'score': 0.000601183797698468}, {'label': 'pride', 'score': 0.0005518697435036302}, {'label': 'nervousness', 'score': 0.0005136040854267776}, {'label': 'relief', 'score': 0.0004826684307772666}, {'label': 'remorse', 'score': 0.00041488069109618664}]",neutral,0.3602,"[{'label': 'neutral', 'score': 0.36024653911590576}, {'label': 'anger', 'score': 0.3454318940639496}, {'label': 'joy', 'score': 0.1484753042459488}, {'label': 'sadness', 'score': 0.06816445291042328}, {'label': 'fear', 'score': 0.04154186323285103}, {'label': 'surprise', 'score': 0.028102414682507515}, {'label': 'disgust', 'score': 0.008037518709897995}]",neutral,0.545,"{'negative': 0.455, 'neutral': 0.545, 'positive': 0.0, 'compound': -0.3612}"
3,avada kedavra curse need powerful bit magic behind could get wand point say word I doubt I get much nosebleed,avada kedavra,negative,0.49721444,"{'negative': 0.49721444, 'neutral': 0.45219782, 'positive': 0.050587688}",confusion,0.7803,"[{'label': 'confusion', 'score': 0.7802942991256714}, {'label': 'neutral', 'score': 0.39581751823425293}, {'label': 'disapproval', 'score': 0.03458072245121002}, {'label': 'curiosity', 'score': 0.020975284278392792}, {'label': 'realization', 'score': 0.018831364810466766}, {'label': 'optimism', 'score': 0.016341224312782288}, {'label': 'approval', 'score': 0.01303051970899105}, {'label': 'annoyance', 'score': 0.012748303823173046}, {'label': 'disappointment', 'score': 0.011249572038650513}, {'label': 'surprise', 'score': 0.0047794850543141365}, {'label': 'love', 'score': 0.0025526261888444424}, {'label': 'disgust', 'score': 0.0023176155518740416}, {'label': 'fear', 'score': 0.002295674988999963}, {'label': 'admiration', 'score': 0.002182634314522147}, {'label': 'gratitude', 'score': 0.0021626586094498634}, {'label': 'desire', 'score': 0.00214442634023726}, {'label': 'excitement', 'score': 0.002083330415189266}, {'label': 'joy', 'score': 0.0020818442571908236}, {'label': 'embarrassment', 'score': 0.0019982897210866213}, {'label': 'anger', 'score': 0.0019782984163612127}, {'label': 'amusement', 'score': 0.0017513151979073882}, {'label': 'nervousness', 'score': 0.0017170110950246453}, {'label': 'caring', 'score': 0.0016676775412634015}, {'label': 'sadness', 'score': 0.0015042193699628115}, {'label': 'remorse', 'score': 0.0012411067727953196}, {'label': 'relief', 'score': 0.0005048532038927078}, {'label': 'grief', 'score': 0.0003587342507671565}, {'label': 'pride', 'score': 0.00027547235367819667}]",sadness,0.4065,"[{'label': 'sadness', 'score': 0.40647217631340027}, {'label': 'anger', 'score': 0.25476735830307007}, {'label': 'neutral', 'score': 0.17936259508132935}, {'label': 'surprise', 'score': 0.05726558342576027}, {'label': 'fear', 'score': 0.05118647962808609}, {'label': 'disgust', 'score': 0.047382622957229614}, {'label': 'joy', 'score': 0.003563149366527796}]",neutral,0.63,"{'negative': 0.252, 'neutral': 0.63, 'positive': 0.118, 'compound': -0.4939}"
3,now three curse avada kedavra imperius cruciatus know unforgivable curse,avada kedavra,negative,0.68408,"{'negative': 0.68408, 'neutral': 0.2956501, 'positive': 0.020269925}",neutral,0.3443,"[{'label': 'neutral', 'score': 0.3443058431148529}, {'label': 'annoyance', 'score': 0.2777822017669678}, {'label': 'disappointment', 'score': 0.13650955259799957}, {'label': 'anger', 'score': 0.1063636913895607}, {'label': 'sadness', 'score': 0.09040092676877975}, {'label': 'disgust', 'score': 0.06431356817483902}, {'label': 'disapproval', 'score': 0.037712037563323975}, {'label': 'embarrassment', 'score': 0.019080230966210365}, {'label': 'realization', 'score': 0.01079405378550291}, {'label': 'approval', 'score': 0.005926140118390322}, {'label': 'fear', 'score': 0.005069374106824398}, {'label': 'remorse', 'score': 0.004657080862671137}, {'label': 'grief', 'score': 0.0025715199299156666}, {'label': 'desire', 'score': 0.0023043192923069}, {'label': 'caring', 'score': 0.0020446835551410913}, {'label': 'optimism', 'score': 0.001948546851053834}, {'label': 'nervousness', 'score': 0.001565279788337648}, {'label': 'amusement', 'score': 0.0014562875730916858}, {'label': 'gratitude', 'score': 0.0014338685432448983}, {'label': 'confusion', 'score': 0.001067791017703712}, {'label': 'surprise', 'score': 0.0009797062957659364}, {'label': 'admiration', 'score': 0.0009090252569876611}, {'label': 'joy', 'score': 0.0009032966336235404}, {'label': 'curiosity', 'score': 0.0008219358860515058}, {'label': 'relief', 'score': 0.0007999856024980545}, {'label': 'pride', 'score': 0.0006250824662856758}, {'label': 'love', 'score': 0.000604264612775296}, {'label': 'excitement', 'score': 0.0005905761499889195}]",anger,0.9491,"[{'label': 'anger', 'score': 0.9490683078765869}, {'label': 'fear', 'score': 0.021195417270064354}, {'label': 'sadness', 'score': 0.020613040775060654}, {'label': 'disgust', 'score': 0.004145725630223751}, {'label': 'neutral', 'score': 0.0026179621927440166}, {'label': 'joy', 'score': 0.0013483326183632016}, {'label': 'surprise', 'score': 0.0010110639268532395}]",neutral,0.533,"{'negative': 0.467, 'neutral': 0.533, 'positive': 0.0, 'compound': -0.7906}"
3,when avada kedavra way spider die snuff right,avada kedavra,neutral,0.80547833,"{'neutral': 0.80547833, 'negative': 0.13422553, 'positive': 0.060296144}",neutral,0.9618,"[{'label': 'neutral', 'score': 0.9617652893066406}, {'label': 'approval', 'score': 0.011783183552324772}, {'label': 'realization', 'score': 0.007731875870376825}, {'label': 'confusion', 'score': 0.006182331126183271}, {'label': 'annoyance', 'score': 0.006143162027001381}, {'label': 'curiosity', 'score': 0.0035180533304810524}, {'label': 'disappointment', 'score': 0.002966538304463029}, {'label': 'admiration', 'score': 0.002907559974119067}, {'label': 'disapproval', 'score': 0.002875077771022916}, {'label': 'amusement', 'score': 0.0024679326452314854}, {'label': 'disgust', 'score': 0.0023721952456980944}, {'label': 'excitement', 'score': 0.002174004912376404}, {'label': 'anger', 'score': 0.0018943784525617957}, {'label': 'sadness', 'score': 0.0018234947929158807}, {'label': 'optimism', 'score': 0.0017817459302023053}, {'label': 'surprise', 'score': 0.0016923645744100213}, {'label': 'joy', 'score': 0.0015555989230051637}, {'label': 'fear', 'score': 0.0014884178526699543}, {'label': 'love', 'score': 0.0011446140706539154}, {'label': 'desire', 'score': 0.0008877174113877118}, {'label': 'embarrassment', 'score': 0.000862210406921804}, {'label': 'gratitude', 'score': 0.0007806125213392079}, {'label': 'caring', 'score': 0.000622316263616085}, {'label': 'grief', 'score': 0.00042064153240062296}, {'label': 'nervousness', 'score': 0.0003720259410329163}, {'label': 'remorse', 'score': 0.0003074407286476344}, {'label': 'relief', 'score': 0.00028263675631023943}, {'label': 'pride', 'score': 0.00027354323538020253}]",anger,0.4011,"[{'label': 'anger', 'score': 0.4010902941226959}, {'label': 'neutral', 'score': 0.38063618540763855}, {'label': 'surprise', 'score': 0.10006953775882721}, {'label': 'sadness', 'score': 0.050879448652267456}, {'label': 'disgust', 'score': 0.030984604731202126}, {'label': 'joy', 'score': 0.01936200261116028}, {'label': 'fear', 'score': 0.016977952793240547}]",neutral,0.642,"{'negative': 0.358, 'neutral': 0.642, 'positive': 0.0, 'compound': -0.5994}"
